Date,High,Low,Open,Close,Volume,Adj Close
2016-01-01,436.2460021972656,427.5150146484375,430.72100830078125,434.3340148925781,36278900,434.3340148925781
2016-01-02,436.06201171875,431.8699951171875,434.62200927734375,433.43798828125,30096600,433.43798828125
2016-01-03,433.7430114746094,424.70599365234375,433.5780029296875,430.010986328125,39633800,430.010986328125
2016-01-04,434.5169982910156,429.0840148925781,430.0610046386719,433.09100341796875,38477500,433.09100341796875
2016-01-05,434.1820068359375,429.6759948730469,433.0690002441406,431.9599914550781,34522600,431.9599914550781
2016-01-06,431.8559875488281,426.34100341796875,431.8559875488281,429.1050109863281,34042500,429.1050109863281
2016-01-07,458.7659912109375,429.0769958496094,430.010986328125,458.0480041503906,87562200,458.0480041503906
2016-01-08,462.9339904785156,447.93798828125,457.5379943847656,453.2300109863281,56993000,453.2300109863281
2016-01-09,454.6400146484375,446.8890075683594,453.38299560546875,447.6109924316406,32278000,447.6109924316406
2016-01-10,448.3089904785156,440.35101318359375,448.2380065917969,447.9909973144531,35995900,447.9909973144531
2016-01-11,450.6619873046875,443.8550109863281,448.697998046875,448.4280090332031,40450000,448.4280090332031
2016-01-12,448.1820068359375,435.69000244140625,448.1820068359375,435.69000244140625,115607000,435.69000244140625
2016-01-13,435.1860046386719,424.4429931640625,434.6650085449219,432.3710021972656,173888000,432.3710021972656
2016-01-14,433.3240051269531,427.8450012207031,432.2879943847656,430.3059997558594,43945500,430.3059997558594
2016-01-15,430.2550048828125,364.33099365234375,430.2550048828125,364.33099365234375,153351008,364.33099365234375
2016-01-16,390.5570068359375,354.91400146484375,365.072998046875,387.5360107421875,120352000,387.5360107421875
2016-01-17,390.9649963378906,380.0920104980469,387.1520080566406,382.29901123046875,45319600,382.29901123046875
2016-01-18,388.10400390625,376.6650085449219,381.7330017089844,387.1679992675781,54403900,387.1679992675781
2016-01-19,387.7300109863281,378.97198486328125,387.0260009765625,380.14898681640625,46819800,380.14898681640625
2016-01-20,425.2669982910156,376.5989990234375,379.739990234375,420.2300109863281,121720000,420.2300109863281
2016-01-21,422.87701416015625,406.29998779296875,419.6319885253906,410.2619934082031,68338000,410.2619934082031
2016-01-22,410.4100036621094,375.2820129394531,409.7510070800781,382.49200439453125,91546600,382.49200439453125
2016-01-23,394.5429992675781,381.9809875488281,382.4339904785156,387.4909973144531,56247400,387.4909973144531
2016-01-24,405.4849853515625,387.510009765625,388.10198974609375,402.97100830078125,54824800,402.97100830078125
2016-01-25,402.3169860839844,388.5539855957031,402.3169860839844,391.72601318359375,59062400,391.72601318359375
2016-01-26,397.7659912109375,390.57501220703125,392.00201416015625,392.15301513671875,58147000,392.15301513671875
2016-01-27,396.8429870605469,391.7820129394531,392.4440002441406,394.97198486328125,47424400,394.97198486328125
2016-01-28,395.50201416015625,379.7349853515625,395.14599609375,380.28900146484375,59247900,380.28900146484375
2016-01-29,384.3789978027344,365.4519958496094,380.1080017089844,379.4739990234375,86125296,379.4739990234375
2016-01-30,380.9169921875,376.4909973144531,378.864990234375,378.2550048828125,30284400,378.2550048828125
2016-01-31,380.34698486328125,367.8349914550781,378.2929992675781,368.7669982910156,37894300,368.7669982910156
2016-02-01,378.0719909667969,367.9570007324219,369.3500061035156,373.0559997558594,51656700,373.0559997558594
2016-02-02,375.88299560546875,372.9200134277344,372.9200134277344,374.447998046875,40378700,374.447998046875
2016-02-03,374.95001220703125,368.0450134277344,374.64599609375,369.9490051269531,45933400,369.9490051269531
2016-02-04,391.6080017089844,369.9930114746094,370.17401123046875,389.593994140625,69285504,389.593994140625
2016-02-05,391.093994140625,385.5719909667969,388.89801025390625,386.54901123046875,43825000,386.54901123046875
2016-02-06,386.6310119628906,372.3869934082031,386.5889892578125,376.5220031738281,49249300,376.5220031738281
2016-02-07,380.8710021972656,374.90301513671875,376.5140075683594,376.6199951171875,37076300,376.6199951171875
2016-02-08,379.8789978027344,373.3340148925781,376.7569885253906,373.4469909667969,47671100,373.4469909667969
2016-02-09,377.2460021972656,372.89801025390625,373.4230041503906,376.02899169921875,55318500,376.02899169921875
2016-02-10,385.4830017089844,375.7829895019531,376.14599609375,381.64898681640625,85130896,381.64898681640625
2016-02-11,383.1300048828125,376.39898681640625,382.114013671875,379.65399169921875,74375600,379.65399169921875
2016-02-12,384.9540100097656,379.6000061035156,379.6860046386719,384.26300048828125,67042800,384.26300048828125
2016-02-13,391.8599853515625,384.6409912109375,384.6409912109375,391.8599853515625,61911700,391.8599853515625
2016-02-14,407.2300109863281,392.9320068359375,392.9320068359375,407.2300109863281,74469800,407.2300109863281
2016-02-15,410.3810119628906,397.7489929199219,407.5679931640625,400.18499755859375,74070496,400.18499755859375
2016-02-16,408.94500732421875,401.4320068359375,401.4320068359375,407.4880065917969,73093104,407.4880065917969
2016-02-17,421.1669921875,406.78399658203125,407.656005859375,416.3219909667969,83193600,416.3219909667969
2016-02-18,425.9960021972656,415.63800048828125,416.5719909667969,422.37298583984375,76752600,422.37298583984375
2016-02-19,423.10400390625,417.60400390625,422.7300109863281,420.7850036621094,55711300,420.7850036621094
2016-02-20,441.9840087890625,421.60101318359375,421.60101318359375,437.16400146484375,93992096,437.16400146484375
2016-02-21,448.0459899902344,429.0769958496094,437.77301025390625,438.7980041503906,89820704,438.7980041503906
2016-02-22,439.0450134277344,432.9169921875,438.989013671875,437.74798583984375,85385200,437.74798583984375
2016-02-23,439.8580017089844,417.8210144042969,438.2550048828125,420.7359924316406,85244896,420.7359924316406
2016-02-24,425.54998779296875,413.9070129394531,420.95599365234375,424.9549865722656,67743696,424.9549865722656
2016-02-25,427.718994140625,420.4150085449219,425.0369873046875,424.54400634765625,70798000,424.54400634765625
2016-02-26,432.1520080566406,421.6199951171875,424.6289978027344,432.1520080566406,61486000,432.1520080566406
2016-02-27,434.2309875488281,428.1029968261719,432.8389892578125,432.5190124511719,41893600,432.5190124511719
2016-02-28,435.6830139160156,423.82000732421875,432.5710144042969,433.5039978027344,53033400,433.5039978027344
2016-02-29,441.5069885253906,431.6929931640625,433.43798828125,437.6969909667969,60694700,437.6969909667969
2016-03-01,439.65301513671875,432.3190002441406,437.9169921875,435.12298583984375,74895800,435.12298583984375
2016-03-02,435.9169921875,423.989013671875,435.1310119628906,423.989013671875,74955296,423.989013671875
2016-03-03,425.37298583984375,419.4110107421875,423.9119873046875,421.6510009765625,100484000,421.6510009765625
2016-03-04,425.1780090332031,410.9389953613281,421.83599853515625,410.9389953613281,90856096,410.9389953613281
2016-03-05,411.2569885253906,394.0350036621094,410.781005859375,400.57000732421875,135384992,400.57000732421875
2016-03-06,411.9070129394531,395.77801513671875,400.5249938964844,407.7070007324219,91212496,407.7070007324219
2016-03-07,415.9169921875,406.3089904785156,407.7569885253906,414.3210144042969,85762400,414.3210144042969
2016-03-08,416.2430114746094,411.093994140625,414.4649963378906,413.97198486328125,70311696,413.97198486328125
